/dev/CMSSW_8_0_0/GRun/V72																		
																		
		HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG26||L1_SingleIsoEG24||L1_DoubleEG_15_10||L1_DoubleEG_22_12||L1_DoubleEG_18_17	
		HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf_v2	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG_22_10||L1_DoubleEG_24_17		
		HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG30||L1_SingleEG26||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_SingleJet200		
		HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG30||L1_SingleEG26||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_SingleJet200		
		HLT_DoubleEle33_CaloIdL_MW_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG30||L1_SingleEG26||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_SingleJet200		
		HLT_DoubleEle33_CaloIdL_v1	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG30||L1_SingleEG26||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_SingleJet200		
		HLT_DoubleEle37_Ele27_CaloIdL_GsfTrkIdVL_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG40||L1_SingleEG30||L1_SingleEG26||L1_SingleEG24||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_SingleJet200		
		HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250_v1	null	0	0	1	1	1	1	1	1	1	1	1		L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300_v4	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_DoublePhoton60_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200||L1_DoubleEG_18_17||L1_DoubleEG_22_12		
		HLT_DoublePhoton85_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200||L1_DoubleEG_18_17||L1_DoubleEG_22_12		
		HLT_ECALHT800_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT300||L1_ETM70		
		HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13_v1	null	5	5	2	1	1	1	1	1	1	1	1		L1_Jet32_MuOpen_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0		
		HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v3	null	1	1	1	1	150	150	150	200	150	100	65		L1_SingleEG10||L1_SingleEG15		
		HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v3	HIG	1	1	1	1	125	125	125	175	125	50	25		L1_SingleEG10||L1_SingleEG15		
		HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v3	null	1	1	1	1	300	300	300	400	300	200	130		L1_SingleEG10||L1_SingleEG15		
		HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v3	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_TripleEG_14_10_8		
		HLT_Ele17_CaloIdL_GsfTrkIdVL_v1	null	1	1	1	1	11	11	11	15	11	8	5		L1_SingleEG15		
		HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30_v1	null	1	1	1	1	11	11	11	15	11	8	5		L1_SingleEG15		
		HLT_Ele17_CaloIdL_TrackIdL_IsoVL_v2	HIG	1	1	1	1	11	11	11	15	11	8	5		L1_SingleEG15		
		HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v1	null	1	1	1	1	11	11	11	15	11	8	5		L1_SingleEG15		
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v3	HIG	0	0	1	1	1	1	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG24er||L1_SingleIsoEG26||L1_SingleIsoEG24||L1_SingleIsoEG22er||L1_DoubleEG_22_12||L1_DoubleEG_18_17||L1_DoubleEG_15_10	
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v3	HIG	0	0	10	7	5	2	1	1	1	1	1		L1_SingleEG40||	L1_SingleIsoEG24er||L1_SingleIsoEG26||L1_SingleIsoEG24||L1_SingleIsoEG22er||L1_DoubleEG_22_12||L1_DoubleEG_18_17||L1_DoubleEG_15_10	
		HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v3	null	1	1	1	1600	1100	650	325	250	180	125	75		L1_SingleEG15		
		HLT_Ele23_CaloIdL_TrackIdL_IsoVL_v3	HIG	0	0	0	0	700	400	200	140	100	70	40		L1_SingleEG18||L1_SingleEG24		
		HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v3	null	1	1	1	650	530	300	150	120	80	60	32		L1_SingleEG15		
		HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v3	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_DoubleEG_22_12||L1_DoubleEG_18_17		
		HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v3	HIG	10	10	5	3	2	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_DoubleEG_22_12||L1_DoubleEG_18_17		
		HLT_Ele27_HighEta_Ele20_Mass55_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_18_17||L1_DoubleEG_24_17		
		HLT_Ele30WP60_Ele8_Mass55_v2	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG24||L1_SingleIsoEG22er		
		HLT_Ele30WP60_SC4_Mass55_v3	HIG	2	2	2	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG24||L1_SingleIsoEG22er		
		HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v1	null	1	1	1	1	1	1	1	8	8	8	8		L1_SingleEG10||L1_SingleEG5		
		HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v3	null	1	1	1	1	1	1	1	8	8	8	8		L1_SingleEG10||L1_SingleEG5		
		HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2	null	300	300	150	100	75	42	21	15	10	7	4		L1_SingleEG40||L1_SingleEG40||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_23_10		
		HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG40||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_23_10		
		HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleEG40||L1_DoubleEG_22_10||L1_DoubleEG_24_17||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_23_10		
	dataset FSQJets																	
		HLT_DiPFJet15_FBEta3_NoCaloMatched_v1	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue		
		HLT_DiPFJet15_NoCaloMatched_v1	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet8_BptxAND		
		HLT_DiPFJet25_FBEta3_NoCaloMatched_v1	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue		
		HLT_DiPFJet25_NoCaloMatched_v1	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet12_BptxAND		
		HLT_DiPFJetAve15_HFJEC_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet8_BptxAND		
		HLT_DiPFJetAve25_HFJEC_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet12_BptxAND		
		HLT_DiPFJetAve35_HFJEC_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet16		
		HLT_PFJet15_NoCaloMatched_v3	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet8_BptxAND		
		HLT_PFJet25_NoCaloMatched_v1	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet12_BptxAND		
	dataset HLTPhysics																	
		HLT_Physics_v2	null	1	(none)													
	dataset HcalHPDNoise																	
		HLT_GlobalRunHPDNoise_v3	null	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500	3500		L1_SingleJetC20_NotBptxOR		
	dataset HcalNZS																	
		HLT_HcalNZS_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG5||L1_SingleEG24||L1_SingleJet35||L1_SingleJet60||L1_SingleMuOpen||L1_ZeroBias		
		HLT_HcalPhiSym_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG5||L1_SingleEG24||L1_SingleMuOpen		
		HLT_HcalUTCA_v2	null	1	(none)													
	dataset L1MinimumBias																	
		HLT_L1MinimumBiasHF_AND_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue		
		HLT_L1MinimumBiasHF_OR_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_AlwaysTrue		
	dataset MonteCarlo																	
		MC_AK4CaloJets_v1	null	1	(none)													
		MC_AK4PFJets_v2	null	1	(none)													
		MC_AK8CaloHT_v1	null	1	(none)													
		MC_AK8PFHT_v2	null	1	(none)													
		MC_AK8PFJets_v2	null	1	(none)													
		MC_AK8TrimPFJets_v2	null	1	(none)													
		MC_CaloHT_v1	null	1	(none)													
		MC_CaloMET_JetIdCleaned_v1	null	1	(none)													
		MC_CaloMET_v1	null	1	(none)													
		MC_CaloMHT_v1	null	1	(none)													
		MC_Diphoton10_10_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass10_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5		
		MC_DoubleEle5_CaloIdL_GsfTrkIdVL_MW_v2	EXO	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5		
		MC_DoubleGlbTrkMu_TrkIsoVVL_DZ_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_DoubleMu0		
		MC_DoubleMuNoFiltersNoVtx_v1	EXO	0	0	0	0	0	0	0	0	0	0	0		L1_DoubleMu0		
		MC_DoubleMu_TrkIsoVVL_DZ_v1	null	0	0	0	0	0	0	0	0	0	0	0		L1_DoubleMu0		
		MC_Ele15_Ele10_CaloIdL_TrackIdL_IsoVL_DZ_v2	HIG	0	0	0	0	0	0	0	0	0	0	0		L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_23_10		
		MC_Ele5_WPLoose_Gsf_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5		
		MC_IsoMu_v4	SMP	0	0	0	0	0	0	0	0	0	0	0		L1_SingleMu3||L1_SingleMu5||L1_SingleMu7		
		MC_IsoTkMu15_v3	SMP	0	0	0	0	0	0	0	0	0	0	0		L1_SingleMu3||L1_SingleMu5||L1_SingleMu7		
		MC_PFHT_v2	null	1	(none)													
		MC_PFMET_v2	null	1	(none)													
		MC_PFMHT_v2	null	1	(none)													
		MC_ReducedIterativeTracking_v1	null	1	(none)													
	dataset NoBPTX																	
		HLT_JetE30_NoBPTX3BX_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJetC20_NotBptxOR_3BX		
		HLT_JetE30_NoBPTX_v2	EXO	160	160	60	42	30	17	8	6	4	3	1		L1_SingleJetC20_NotBptxOR		
		HLT_JetE50_NoBPTX3BX_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJetC32_NotBptxOR_3BX||L1_SingleJetC36_NotBptxOR_3BX		
		HLT_JetE70_NoBPTX3BX_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJetC32_NotBptxOR_3BX||L1_SingleJetC36_NotBptxOR_3BX		
		HLT_L2Mu10_NoVertex_NoBPTX3BX_v1	EXO	100	100	100	70	50	30	15	10	7	5	2		L1_SingleMuOpen_NotBptxOR_3BX		
		HLT_L2Mu10_NoVertex_NoBPTX_v2	EXO	100	100	100	70	50	30	15	10	7	5	2		L1_SingleMuOpen_NotBptxOR		
		HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMuOpen_NotBptxOR_3BX		
		HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMuOpen_NotBptxOR_3BX		
	dataset SingleElectron																	
		HLT_Ele105_CaloIdVT_GsfTrkIdT_v3	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Ele115_CaloIdVT_GsfTrkIdT_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Ele15_IsoVVVL_BTagCSV_p067_PFHT400_v1	null	10	10	5	3	2	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT350_PFMET50_v2	null	1	1	1	1	1	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT350_v2	null	10	10	1	1	1	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT600_v3	null	1	1	1	1	1	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1_v2	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40		
		HLT_Ele22_eta2p1_WPLoose_Gsf_v3	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG20er||L1_SingleIsoEG22er||L1_SingleEG40		
		HLT_Ele23_WPLoose_Gsf_WHbbBoost_v2	null	0	0	0	0	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele23_WPLoose_Gsf_v3	null	0	0	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele24_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1_v1	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40		
		HLT_Ele24_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_v1	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_IsoEG22er_Tau20er_dEta_Min0p2		
		HLT_Ele24_eta2p1_WPLoose_Gsf_v1	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40		
		HLT_Ele25_WPTight_Gsf_v1	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele25_eta2p1_WPLoose_Gsf_v1	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele25_eta2p1_WPTight_Gsf_v1	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele27_WPLoose_Gsf_WHbbBoost_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele27_WPLoose_Gsf_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele27_WPTight_Gsf_v1	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau32_Trk1_eta2p1_Reg_v1	TAU,HIG,EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg_v2	TAU,HIG,EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v3	TAU,HIG,EXO	0	0	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele27_eta2p1_WPLoose_Gsf_HT200_v2	ttH	1	1	1	1	1	1	1	1	1	1	1		L1_EG27er_HTT200||L1_HTT280||L1_HTT300		
		HLT_Ele27_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1_v1	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele27_eta2p1_WPLoose_Gsf_v2	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele27_eta2p1_WPTight_Gsf_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele32_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1_v1	TAU,HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele32_eta2p1_WPTight_Gsf_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er		
		HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50_v1	B2G	0	0	1	1	1	1	1	1	1	1	1		L1_SingleEG26		
		HLT_Ele35_WPLoose_Gsf_v1	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50_v3	B2G	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Ele45_WPLoose_Gsf_v1	EGM	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG24||L1_SingleIsoEG26		
		HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet140_v1	B2G	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v1	B2G	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
	dataset SinglePhoton																	
		HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon120_R9Id90_HE10_IsoM_v3	SMP	5	4	2	2	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon120_v3	SMP	200	150	75	50	30	15	10	5	4	3	2		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon135_PFMET100_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon165_HE10_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40||L1_SingleJet200		
		HLT_Photon165_R9Id90_HE10_IsoM_v3	SMP	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40||L1_SingleJet200		
		HLT_Photon175_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	9	9	9	90	60	36	18	12	9	6	3		L1_SingleEG24		
		HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	3	3	3	30	20	12	6	4	3	2	1		L1_SingleEG24		
		HLT_Photon22_R9Id90_HE10_IsoM_v2	SMP	4	4	1	2000	1200	800	400	300	200	100	80		L1_SingleEG18		
		HLT_Photon22_v2	SMP	36	36	9	10000	8000	5000	2400	1800	1200	1000	500		L1_SingleEG18		
		HLT_Photon250_NoHE_v2	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon300_NoHE_v2	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon30_R9Id90_HE10_IsoM_v3	SMP	2	2	1200	960	600	400	200	150	100	50	40		L1_SingleEG26		
		HLT_Photon30_v3	SMP	36	36	7200	6000	4000	2500	1200	900	600	500	250		L1_SingleEG26		
		HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	100	1	1	1	1	1	1	1	1	1	1		L1_SingleEG30		
		HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	10	1	1	1	1	1	1	1	1	1	1		L1_SingleEG30		
		HLT_Photon36_R9Id90_HE10_IsoM_v3	SMP	1	1	600	480	300	200	100	75	50	25	20		L1_SingleEG26		
		HLT_Photon36_v3	SMP	24	24	3600	3000	2000	1250	600	450	300	250	125		L1_SingleEG26		
		HLT_Photon500_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	10	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	6	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon50_R9Id90_HE10_IsoM_v3	SMP	125	120	60	48	30	20	10	6	4	3	2		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon50_v3	SMP	5700	3600	1800	1000	900	360	200	160	96	72	40		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon600_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40||L1_SingleJet200		
		HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	6	1	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	3	3	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon75_R9Id90_HE10_IsoM_v3	SMP	24	24	12	12	6	4	2	2	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon75_v3	SMP	1200	1200	600	500	300	180	100	80	48	36	20		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_CaloIdL_PFHT500_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_CaloIdL_PFHT600_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v3	HIG	3	3	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v2	HIG	2	2	1	1	1	1	1	1	1	1	1		L1_SingleEG40		
		HLT_Photon90_R9Id90_HE10_IsoM_v3	SMP	13	12	6	4	3	2	1	1	1	1	1		L1_SingleEG34||L1_SingleEG40		
		HLT_Photon90_v3	SMP	600	600	300	250	150	90	50	40	24	18	10		L1_SingleEG34||L1_SingleEG40		
	dataset ZeroBias																	
		HLT_Random_v1	null	1	(none)													
		HLT_ZeroBias_IsolatedBunches_v1	null	50	50	50	50	50	50	50	50	50	50	50		L1_AlwaysTrue		
		HLT_ZeroBias_v2	null	200	200	200	200	200	200	200	200	200	200	200		L1_ZeroBias		
stream PhysicsEndOfFill																		
	dataset HINCaloJets																	
		HLT_AK4CaloJet100_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet35		
		HLT_AK4CaloJet30_v3	null	0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias		
		HLT_AK4CaloJet40_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias		
		HLT_AK4CaloJet50_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias		
		HLT_AK4CaloJet80_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet35		
	dataset HINPFJets																	
		HLT_AK4PFJet100_v3	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet35		
		HLT_AK4PFJet30_v3	null	0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias		
		HLT_AK4PFJet50_v3	null	0	0	0	0	0	0	0	0	0	0	0		L1_ZeroBias		
		HLT_AK4PFJet80_v3	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet35		
	dataset HINPhoton																	
		HLT_HISinglePhoton10_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG2_BptxAND		
		HLT_HISinglePhoton15_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG2_BptxAND		
		HLT_HISinglePhoton20_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG2_BptxAND		
		HLT_HISinglePhoton40_v2	null	0	0	0	0	0	0	0	0	0	0	0		L1_SingleEG5		
